date,year,month,time_of_day,division
2016-09-01,2016,September,Afternoon,D32
2016-09-02,2016,September,Night,D23
2016-09-02,2016,September,Night,D11
2016-09-04,2016,September,Evening,D31
2016-09-05,2016,September,Evening,D22
2016-09-05,2016,September,Morning,D23
2016-09-05,2016,September,Morning,D23
2016-09-06,2016,September,Evening,D13
2016-09-07,2016,September,Evening,D31
2016-09-09,2016,September,Afternoon,D41
2016-09-09,2016,September,Afternoon,D13
2016-09-10,2016,September,Evening,D43
2016-09-11,2016,September,Night,D55
2016-09-11,2016,September,Night,D55
2016-09-11,2016,September,Night,D14
2016-09-12,2016,September,Evening,D31
2016-09-12,2016,September,Night,D54
2016-09-12,2016,September,Evening,D23
2016-09-18,2016,September,Night,D12
2016-09-20,2016,September,Evening,D53
2016-09-20,2016,September,Evening,D22
2016-09-20,2016,September,Night,D23
2016-09-21,2016,September,Evening,D42
2016-09-22,2016,September,Night,D23
2016-09-22,2016,September,Evening,D51
2016-09-22,2016,September,Night,D54
2016-09-22,2016,September,Evening,D31
2016-09-23,2016,September,Morning,D31
2016-09-24,2016,September,Evening,D22
2016-09-27,2016,September,Evening,D54
2016-09-28,2016,September,Evening,D32
2016-09-30,2016,September,Evening,D32
2016-09-30,2016,September,Night,D43
2016-09-30,2016,September,Evening,D12
2016-09-30,2016,September,Morning,D23
2016-10-01,2016,October,Night,D42
2016-10-01,2016,October,Afternoon,D42
2016-10-01,2016,October,Night,D42
2016-10-01,2016,October,Night,D41
2016-10-02,2016,October,Evening,D23
2016-10-02,2016,October,Afternoon,D31
2016-10-04,2016,October,Morning,D12
2016-10-05,2016,October,Evening,D23
2016-10-05,2016,October,Evening,D12
2016-10-05,2016,October,Afternoon,D12
2016-10-08,2016,October,Night,D31
2016-10-08,2016,October,Evening,D43
2016-10-10,2016,October,Afternoon,D12
2016-10-11,2016,October,Afternoon,D42
2016-10-15,2016,October,Evening,D23
2016-10-16,2016,October,Night,D23
2016-10-16,2016,October,Night,D12
2016-10-16,2016,October,Afternoon,D31
2016-10-17,2016,October,Evening,D31
2016-10-18,2016,October,Afternoon,D23
2016-10-18,2016,October,Afternoon,D11
2016-10-19,2016,October,Evening,D42
2016-10-19,2016,October,Evening,D32
2016-10-20,2016,October,Evening,D23
2016-10-20,2016,October,Evening,D23
2016-10-22,2016,October,Night,D33
2016-10-22,2016,October,Night,D31
2016-10-22,2016,October,Night,D22
2016-10-22,2016,October,Night,D23
2016-10-23,2016,October,Evening,D31
2016-10-23,2016,October,Morning,D23
2016-10-24,2016,October,Night,D23
2016-10-25,2016,October,Evening,D54
2016-10-27,2016,October,Night,D43
2016-10-28,2016,October,Afternoon,D31
2016-10-29,2016,October,Afternoon,D11
2016-10-29,2016,October,Night,D12
2016-10-29,2016,October,Night,D11
2016-10-29,2016,October,Evening,D41
2016-10-29,2016,October,Afternoon,D23
2016-11-01,2016,November,Morning,D32
2016-11-03,2016,November,Night,D32
2016-11-05,2016,November,Night,D11
2016-11-05,2016,November,Night,D52
2016-11-05,2016,November,Afternoon,D31
2016-11-07,2016,November,Morning,D42
2016-11-08,2016,November,Evening,D41
2016-11-10,2016,November,Evening,D42
2016-11-11,2016,November,Afternoon,D54
2016-11-11,2016,November,Evening,D13
2016-11-11,2016,November,Evening,D14
2016-11-14,2016,November,Night,D55
2016-11-16,2016,November,Evening,D14
2016-11-16,2016,November,Night,D51
2016-11-17,2016,November,Evening,D12
2016-11-17,2016,November,Evening,D31
2016-11-18,2016,November,Evening,D33
2016-11-19,2016,November,Night,D33
2016-11-19,2016,November,Morning,D31
2016-11-19,2016,November,Night,D31
2016-11-20,2016,November,Night,D23
2016-11-21,2016,November,Evening,D31
2016-11-22,2016,November,Evening,D32
2016-11-23,2016,November,Night,D51
2016-11-24,2016,November,Evening,D31
2016-11-24,2016,November,Evening,D31
2016-11-26,2016,November,Night,D41
2016-11-27,2016,November,Evening,D31
2016-11-27,2016,November,Afternoon,D55
2016-11-27,2016,November,Evening,D31
2016-11-27,2016,November,Evening,D31
2016-11-27,2016,November,Evening,D31
2016-11-29,2016,November,Morning,D33
2016-12-02,2016,December,Night,D55
2016-12-02,2016,December,Morning,D12
2016-12-03,2016,December,Night,D14
2016-12-03,2016,December,Night,D31
2016-12-04,2016,December,Evening,D54
2016-12-07,2016,December,Evening,D54
2016-12-09,2016,December,Evening,D12
2016-12-12,2016,December,Night,D42
2016-12-14,2016,December,Night,D43
2016-12-14,2016,December,Night,D31
2016-12-14,2016,December,Evening,D42
2016-12-16,2016,December,Evening,D12
2016-12-17,2016,December,Night,D31
2016-12-17,2016,December,Evening,D23
2016-12-18,2016,December,Night,D42
2016-12-18,2016,December,Evening,D23
2016-12-20,2016,December,Morning,D54
2016-12-26,2016,December,Night,D43
2016-12-27,2016,December,Night,D54
2016-12-28,2016,December,Evening,D31
2016-12-29,2016,December,Night,D52
2016-12-31,2016,December,Night,D54
2017-01-01,2017,January,Night,D52
2017-01-01,2017,January,Night,D31
2017-01-01,2017,January,Night,D12
2017-01-01,2017,January,Night,D31
2017-01-02,2017,January,Evening,D23
2017-01-06,2017,January,Night,D33
2017-01-08,2017,January,Morning,D51
2017-01-09,2017,January,Morning,D22
2017-01-11,2017,January,Evening,D23
2017-01-13,2017,January,Night,D31
2017-01-13,2017,January,Night,D51
2017-01-14,2017,January,Evening,D55
2017-01-14,2017,January,Night,D11
2017-01-14,2017,January,Morning,D54
2017-01-15,2017,January,Evening,D23
2017-01-15,2017,January,Evening,D54
2017-01-16,2017,January,Evening,D32
2017-01-18,2017,January,Evening,D23
2017-01-23,2017,January,Night,D31
2017-01-23,2017,January,Night,D31
2017-01-24,2017,January,Afternoon,D43
2017-01-27,2017,January,Afternoon,D31
2017-01-28,2017,January,Night,D14
2017-01-28,2017,January,Night,D42
2017-01-29,2017,January,Morning,D12
2017-01-29,2017,January,Evening,D14
2017-01-30,2017,January,Afternoon,D51
2017-01-30,2017,January,Evening,D51
2017-02-01,2017,February,Evening,D31
2017-02-02,2017,February,Night,D55
2017-02-03,2017,February,Evening,D23
2017-02-03,2017,February,Night,D33
2017-02-04,2017,February,Morning,D12
2017-02-05,2017,February,Afternoon,D23
2017-02-05,2017,February,Night,D11
2017-02-05,2017,February,Night,D54
2017-02-06,2017,February,Evening,D23
2017-02-06,2017,February,Evening,D23
2017-02-06,2017,February,Afternoon,D31
2017-02-06,2017,February,Evening,D33
2017-02-07,2017,February,Afternoon,D31
2017-02-09,2017,February,Afternoon,D31
2017-02-11,2017,February,Evening,D11
2017-02-11,2017,February,Night,D23
2017-02-15,2017,February,Afternoon,D31
2017-02-17,2017,February,Night,D31
2017-02-17,2017,February,Evening,D54
2017-02-17,2017,February,Night,D12
2017-02-18,2017,February,Night,D53
2017-02-20,2017,February,Night,D23
2017-02-20,2017,February,Evening,D52
2017-02-21,2017,February,Night,D32
2017-02-22,2017,February,Evening,D54
2017-02-24,2017,February,Evening,D42
2017-02-24,2017,February,Evening,D42
2017-02-25,2017,February,Evening,D53
2017-02-25,2017,February,Night,D14
2017-02-27,2017,February,Afternoon,D43
2017-02-28,2017,February,Evening,D23
2017-03-02,2017,March,Evening,D55
2017-03-04,2017,March,Night,D13
2017-03-05,2017,March,Morning,D41
2017-03-07,2017,March,Evening,D31
2017-03-08,2017,March,Evening,D11
2017-03-09,2017,March,Evening,D23
2017-03-12,2017,March,Evening,D31
2017-03-13,2017,March,Evening,D54
2017-03-13,2017,March,Morning,D42
2017-03-16,2017,March,Night,D42
2017-03-17,2017,March,Morning,D22
2017-03-18,2017,March,Morning,D14
2017-03-18,2017,March,Night,D31
2017-03-18,2017,March,Afternoon,D23
2017-03-18,2017,March,Evening,D54
2017-03-18,2017,March,Afternoon,D43
2017-03-19,2017,March,Night,D14
2017-03-20,2017,March,Evening,D42
2017-03-22,2017,March,Night,D31
2017-03-23,2017,March,Evening,D31
2017-03-23,2017,March,Night,D32
2017-03-23,2017,March,Night,D11
2017-03-24,2017,March,Evening,D31
2017-03-24,2017,March,Afternoon,D31
2017-03-24,2017,March,Night,D51
2017-03-26,2017,March,Evening,D31
2017-03-26,2017,March,Night,D31
2017-03-27,2017,March,Afternoon,D11
2017-03-27,2017,March,Evening,D51
2017-03-28,2017,March,Afternoon,D14
2017-03-31,2017,March,Night,D23
2017-04-02,2017,April,Night,D14
2017-04-02,2017,April,Night,D55
2017-04-03,2017,April,Evening,D23
2017-04-03,2017,April,Night,D42
2017-04-11,2017,April,Evening,D11
2017-04-13,2017,April,Evening,D42
2017-04-13,2017,April,Evening,D54
2017-04-14,2017,April,Evening,D55
2017-04-14,2017,April,Afternoon,D41
2017-04-14,2017,April,Evening,D42
2017-04-15,2017,April,Evening,D22
2017-04-16,2017,April,Night,D14
2017-04-16,2017,April,Night,D54
2017-04-17,2017,April,Evening,D31
2017-04-18,2017,April,Evening,D43
2017-04-19,2017,April,Night,D32
2017-04-19,2017,April,Evening,D23
2017-04-19,2017,April,Afternoon,D31
2017-04-20,2017,April,Night,D31
2017-04-20,2017,April,Evening,D51
2017-04-21,2017,April,Evening,D23
2017-04-21,2017,April,Evening,D13
2017-04-21,2017,April,Evening,D31
2017-04-22,2017,April,Evening,D41
2017-04-22,2017,April,Night,D33
2017-04-23,2017,April,Evening,D23
2017-04-25,2017,April,Night,D42
2017-04-26,2017,April,Evening,D11
2017-04-26,2017,April,Evening,D31
2017-04-28,2017,April,Night,D53
2017-04-29,2017,April,Evening,D23
2017-04-30,2017,April,Night,D13
2017-05-01,2017,May,Night,D23
2017-05-02,2017,May,Night,D11
2017-05-02,2017,May,Evening,D31
2017-05-03,2017,May,Evening,D31
2017-05-03,2017,May,Evening,D54
2017-05-05,2017,May,Afternoon,D41
2017-05-07,2017,May,Night,D14
2017-05-07,2017,May,Night,D31
2017-05-10,2017,May,Evening,D41
2017-05-11,2017,May,Evening,D31
2017-05-12,2017,May,Afternoon,D12
2017-05-13,2017,May,Afternoon,D23
2017-05-13,2017,May,Evening,D12
2017-05-14,2017,May,Evening,D33
2017-05-18,2017,May,Afternoon,D11
2017-05-18,2017,May,Evening,D23
2017-05-19,2017,May,Afternoon,D31
2017-05-22,2017,May,Afternoon,D43
2017-05-22,2017,May,Evening,D22
2017-05-22,2017,May,Evening,D55
2017-05-22,2017,May,Evening,D54
2017-05-23,2017,May,Evening,D14
2017-05-28,2017,May,Evening,D42
2017-05-29,2017,May,Night,D32
2017-05-31,2017,May,Afternoon,D12
2017-06-01,2017,June,Night,D23
2017-06-08,2017,June,Afternoon,D23
2017-06-10,2017,June,Morning,D31
2017-06-11,2017,June,Night,D31
2017-06-11,2017,June,Night,D13
2017-06-11,2017,June,Night,D52
2017-06-12,2017,June,Afternoon,D42
2017-06-14,2017,June,Evening,D31
2017-06-16,2017,June,Evening,D54
2017-06-16,2017,June,Night,D53
2017-06-16,2017,June,Afternoon,D31
2017-06-17,2017,June,Night,D55
2017-06-18,2017,June,Night,D23
2017-06-21,2017,June,Evening,D12
2017-06-21,2017,June,Evening,D41
2017-06-21,2017,June,Night,D23
2017-06-21,2017,June,Evening,D43
2017-06-23,2017,June,Afternoon,D12
2017-06-23,2017,June,Evening,D11
2017-06-23,2017,June,Evening,D13
2017-06-24,2017,June,Evening,D41
2017-06-24,2017,June,Night,D31
2017-06-26,2017,June,Morning,D12
2017-06-28,2017,June,Morning,D31
2017-06-28,2017,June,Night,D14
2017-06-28,2017,June,Night,D31
2017-06-29,2017,June,Evening,D41
2017-06-30,2017,June,Night,D43
2017-07-01,2017,July,Evening,D33
2017-07-02,2017,July,Morning,D22
2017-07-02,2017,July,Night,D55
2017-07-02,2017,July,Evening,D13
2017-07-02,2017,July,Evening,D51
2017-07-04,2017,July,Night,D23
2017-07-06,2017,July,Afternoon,D33
2017-07-06,2017,July,Night,D43
2017-07-08,2017,July,Evening,D41
2017-07-08,2017,July,Night,D31
2017-07-08,2017,July,Evening,D43
2017-07-08,2017,July,Night,D22
2017-07-09,2017,July,Evening,D31
2017-07-09,2017,July,Morning,D43
2017-07-10,2017,July,Night,D52
2017-07-11,2017,July,Night,D41
2017-07-11,2017,July,Night,D41
2017-07-11,2017,July,Afternoon,D31
2017-07-14,2017,July,Night,D43
2017-07-14,2017,July,Night,D23
2017-07-17,2017,July,Evening,D33
2017-07-17,2017,July,Morning,D43
2017-07-18,2017,July,Evening,D43
2017-07-19,2017,July,Evening,D43
2017-07-19,2017,July,Night,D11
2017-07-19,2017,July,Night,D54
2017-07-21,2017,July,Evening,D53
2017-07-22,2017,July,Evening,D43
2017-07-22,2017,July,Night,D52
2017-07-23,2017,July,Night,D42
2017-07-23,2017,July,Night,D42
2017-07-23,2017,July,Night,D41
2017-07-23,2017,July,Evening,D42
2017-07-28,2017,July,Night,D14
2017-07-28,2017,July,Night,D51
2017-07-29,2017,July,Evening,D31
2017-07-30,2017,July,Afternoon,D11
2017-07-30,2017,July,Evening,D32
2017-07-30,2017,July,Night,D31
2017-07-30,2017,July,Night,D13
2017-07-30,2017,July,Night,D41
2017-07-30,2017,July,Night,D31
2017-07-31,2017,July,Evening,D31
2017-07-31,2017,July,Evening,D51
2017-08-01,2017,August,Night,D13
2017-08-03,2017,August,Evening,D23
2017-08-03,2017,August,Night,D43
2017-08-03,2017,August,Evening,D31
2017-08-03,2017,August,Night,D51
2017-08-04,2017,August,Evening,D23
2017-08-04,2017,August,Afternoon,D42
2017-08-05,2017,August,Evening,D52
2017-08-05,2017,August,Night,D55
2017-08-06,2017,August,Night,D14
2017-08-06,2017,August,Afternoon,D12
2017-08-06,2017,August,Night,D31
2017-08-06,2017,August,Morning,D43
2017-08-08,2017,August,Afternoon,D41
2017-08-08,2017,August,Morning,D42
2017-08-08,2017,August,Night,D14
2017-08-08,2017,August,Night,D12
2017-08-09,2017,August,Evening,D42
2017-08-09,2017,August,Morning,D14
2017-08-12,2017,August,Evening,D54
2017-08-12,2017,August,Evening,D31
2017-08-15,2017,August,Afternoon,D31
2017-08-16,2017,August,Evening,D22
2017-08-16,2017,August,Evening,D43
2017-08-19,2017,August,Night,D52
2017-08-19,2017,August,Evening,D23
2017-08-20,2017,August,Night,D12
2017-08-20,2017,August,Afternoon,D22
2017-08-20,2017,August,Evening,D41
2017-08-20,2017,August,Night,D14
2017-08-22,2017,August,Night,D22
2017-08-22,2017,August,Evening,D13
2017-08-22,2017,August,Afternoon,D51
2017-08-24,2017,August,Evening,D43
2017-08-24,2017,August,Morning,D22
2017-08-28,2017,August,Evening,D51
2017-08-29,2017,August,Evening,D12
2017-08-30,2017,August,Afternoon,D12
2017-08-31,2017,August,Afternoon,D31
2017-09-01,2017,September,Night,D23
2017-09-01,2017,September,Afternoon,D13
2017-09-02,2017,September,Evening,D12
2017-09-02,2017,September,Evening,D43
2017-09-02,2017,September,Evening,D23
2017-09-03,2017,September,Night,D23
2017-09-03,2017,September,Afternoon,D31
2017-09-04,2017,September,Night,D51
2017-09-05,2017,September,Night,D22
2017-09-05,2017,September,Evening,D14
2017-09-05,2017,September,Evening,D31
2017-09-06,2017,September,Evening,D54
2017-09-08,2017,September,Evening,D31
2017-09-08,2017,September,Evening,D43
2017-09-08,2017,September,Evening,D33
2017-09-09,2017,September,Evening,D42
2017-09-11,2017,September,Night,D12
2017-09-11,2017,September,Evening,D53
2017-09-12,2017,September,Evening,D11
2017-09-14,2017,September,Evening,D31
2017-09-14,2017,September,Night,D41
2017-09-14,2017,September,Evening,D12
2017-09-14,2017,September,Afternoon,D41
2017-09-14,2017,September,Night,D14
2017-09-16,2017,September,Night,D42
2017-09-16,2017,September,Evening,D52
2017-09-16,2017,September,Night,D51
2017-09-18,2017,September,Afternoon,D32
2017-09-19,2017,September,Night,D14
2017-09-19,2017,September,Night,D14
2017-09-19,2017,September,Night,D51
2017-09-20,2017,September,Evening,D43
2017-09-20,2017,September,Evening,D41
2017-09-23,2017,September,Evening,D51
2017-09-26,2017,September,Evening,D42
2017-09-29,2017,September,Evening,D31
2017-09-30,2017,September,Evening,D11
2017-10-01,2017,October,Night,D51
2017-10-04,2017,October,Afternoon,D41
2017-10-05,2017,October,Afternoon,D23
2017-10-05,2017,October,Evening,D54
2017-10-07,2017,October,Night,D32
2017-10-07,2017,October,Evening,D51
2017-10-08,2017,October,Evening,D23
2017-10-12,2017,October,Evening,D11
2017-10-12,2017,October,Night,D31
2017-10-13,2017,October,Night,D42
2017-10-13,2017,October,Evening,D32
2017-10-14,2017,October,Night,D14
2017-10-14,2017,October,Evening,D23
2017-10-14,2017,October,Evening,D31
2017-10-20,2017,October,Evening,D14
2017-10-22,2017,October,Night,D12
2017-10-26,2017,October,Evening,D43
2017-10-26,2017,October,Evening,D11
2017-10-27,2017,October,Afternoon,D31
2017-10-27,2017,October,Night,D22
2017-10-28,2017,October,Night,D31
2017-10-30,2017,October,Evening,D55
2017-11-02,2017,November,Morning,D43
2017-11-03,2017,November,Night,D41
2017-11-03,2017,November,Morning,D31
2017-11-04,2017,November,Afternoon,D12
2017-11-05,2017,November,Evening,D41
2017-11-06,2017,November,Evening,D12
2017-11-06,2017,November,Evening,D54
2017-11-09,2017,November,Night,D51
2017-11-10,2017,November,Evening,D23
2017-11-10,2017,November,Evening,D42
2017-11-12,2017,November,Night,D43
2017-11-12,2017,November,Night,D41
2017-11-12,2017,November,Morning,D42
2017-11-13,2017,November,Evening,D51
2017-11-13,2017,November,Evening,D31
2017-11-13,2017,November,Evening,D42
2017-11-15,2017,November,Afternoon,D43
2017-11-16,2017,November,Afternoon,D42
2017-11-17,2017,November,Morning,D41
2017-11-17,2017,November,Night,D32
2017-11-18,2017,November,Night,D51
2017-11-18,2017,November,Night,D43
2017-11-19,2017,November,Evening,D52
2017-11-19,2017,November,Night,D41
2017-11-20,2017,November,Afternoon,D41
2017-11-21,2017,November,Evening,D42
2017-11-21,2017,November,Evening,D23
2017-11-21,2017,November,Evening,D14
2017-11-21,2017,November,Evening,D23
2017-11-23,2017,November,Afternoon,D23
2017-11-24,2017,November,Night,D42
2017-11-24,2017,November,Morning,D42
2017-11-25,2017,November,Evening,D13
2017-11-26,2017,November,Evening,D31
2017-11-26,2017,November,Night,D23
2017-11-26,2017,November,Night,D12
2017-11-27,2017,November,Afternoon,D32
2017-11-27,2017,November,Afternoon,D43
2017-11-27,2017,November,Evening,D23
2017-11-27,2017,November,Night,D41
2017-11-28,2017,November,Evening,D22
2017-11-28,2017,November,Night,D13
2017-11-29,2017,November,Night,D31
2017-12-01,2017,December,Evening,D12
2017-12-01,2017,December,Night,D51
2017-12-03,2017,December,Night,D42
2017-12-03,2017,December,Afternoon,D12
2017-12-03,2017,December,Morning,D43
2017-12-03,2017,December,Morning,D55
2017-12-12,2017,December,Evening,D41
2017-12-13,2017,December,Evening,D31
2017-12-14,2017,December,Night,D42
2017-12-14,2017,December,Evening,D54
2017-12-16,2017,December,Night,D51
2017-12-17,2017,December,Night,D52
2017-12-17,2017,December,Night,D43
2017-12-17,2017,December,Night,D13
2017-12-18,2017,December,Night,D11
2017-12-18,2017,December,Evening,D23
2017-12-18,2017,December,Evening,D22
2017-12-19,2017,December,Morning,D12
2017-12-20,2017,December,Afternoon,D31
2017-12-21,2017,December,Evening,D33
2017-12-22,2017,December,Night,D54
2017-12-23,2017,December,Evening,D54
2017-12-26,2017,December,Evening,D42
2017-12-27,2017,December,Night,D31
2017-12-27,2017,December,Morning,D42
2017-12-28,2017,December,Night,D33
2017-12-28,2017,December,Night,D42
2017-12-29,2017,December,Evening,D31
2017-12-30,2017,December,Night,D13
2017-12-30,2017,December,Evening,D22
2017-12-31,2017,December,Night,D42
2017-12-31,2017,December,Afternoon,D31
2018-01-01,2018,January,Night,D54
2018-01-02,2018,January,Night,D14
2018-01-04,2018,January,Night,D41
2018-01-06,2018,January,Night,D51
2018-01-06,2018,January,Night,D31
2018-01-07,2018,January,Evening,D23
2018-01-07,2018,January,Night,D42
2018-01-08,2018,January,Afternoon,D32
2018-01-09,2018,January,Evening,D23
2018-01-09,2018,January,Afternoon,D22
2018-01-09,2018,January,Evening,D11
2018-01-09,2018,January,Afternoon,D11
2018-01-11,2018,January,Night,D14
2018-01-13,2018,January,Evening,D23
2018-01-13,2018,January,Evening,D54
2018-01-13,2018,January,Night,D42
2018-01-16,2018,January,Afternoon,D31
2018-01-16,2018,January,Evening,D41
2018-01-19,2018,January,Night,D22
2018-01-19,2018,January,Morning,D12
2018-01-20,2018,January,Afternoon,D31
2018-01-20,2018,January,Evening,D51
2018-01-21,2018,January,Night,D54
2018-01-21,2018,January,Evening,D22
2018-01-21,2018,January,Evening,D51
2018-01-21,2018,January,Night,D13
2018-01-21,2018,January,Afternoon,D31
2018-01-21,2018,January,Evening,D31
2018-01-22,2018,January,Night,D31
2018-01-22,2018,January,Evening,D32
2018-01-26,2018,January,Afternoon,D14
2018-01-26,2018,January,Evening,D11
2018-01-27,2018,January,Night,D32
2018-01-28,2018,January,Night,D31
2018-01-29,2018,January,Evening,D51
2018-02-02,2018,February,Night,D31
2018-02-03,2018,February,Evening,D55
2018-02-08,2018,February,Evening,D31
2018-02-08,2018,February,Evening,D33
2018-02-09,2018,February,Evening,D43
2018-02-14,2018,February,Night,D12
2018-02-15,2018,February,Night,D43
2018-02-15,2018,February,Morning,D23
2018-02-15,2018,February,Night,D12
2018-02-16,2018,February,Evening,D14
2018-02-16,2018,February,Night,D23
2018-02-16,2018,February,Night,D23
2018-02-18,2018,February,Night,D51
2018-02-18,2018,February,Afternoon,D52
2018-02-18,2018,February,Night,D51
2018-02-22,2018,February,Night,D12
2018-02-22,2018,February,Evening,D31
2018-02-23,2018,February,Evening,D52
2018-02-23,2018,February,Evening,D14
2018-02-24,2018,February,Night,D12
2018-02-25,2018,February,Night,D51
2018-02-26,2018,February,Evening,D14
2018-02-26,2018,February,Night,D14
2018-02-28,2018,February,Night,D51
2018-02-28,2018,February,Morning,D23
2018-03-02,2018,March,Evening,D31
2018-03-02,2018,March,Evening,D23
2018-03-08,2018,March,Night,D55
2018-03-10,2018,March,Evening,D23
2018-03-12,2018,March,Night,D41
2018-03-14,2018,March,Evening,D42
2018-03-15,2018,March,Evening,D54
2018-03-16,2018,March,Evening,D23
2018-03-17,2018,March,Evening,D32
2018-03-19,2018,March,Morning,D52
2018-03-19,2018,March,Evening,D23
2018-03-21,2018,March,Night,D54
2018-03-22,2018,March,Evening,D31
2018-03-24,2018,March,Night,D23
2018-03-24,2018,March,Night,D23
2018-03-24,2018,March,Afternoon,D23
2018-03-24,2018,March,Afternoon,D31
2018-03-29,2018,March,Evening,D32
2018-03-29,2018,March,Night,D54
2018-03-30,2018,March,Night,D32
2018-03-31,2018,March,Morning,D12
2018-04-02,2018,April,Night,D23
2018-04-03,2018,April,Night,D52
2018-04-06,2018,April,Afternoon,D12
2018-04-06,2018,April,Evening,D41
2018-04-07,2018,April,Morning,D31
2018-04-09,2018,April,Evening,D43
2018-04-11,2018,April,Night,D42
2018-04-11,2018,April,Evening,D42
2018-04-11,2018,April,Night,D42
2018-04-13,2018,April,Night,D53
2018-04-13,2018,April,Night,D14
2018-04-13,2018,April,Night,D22
2018-04-13,2018,April,Night,D31
2018-04-14,2018,April,Afternoon,D22
2018-04-14,2018,April,Morning,D13
2018-04-17,2018,April,Night,D51
2018-04-19,2018,April,Evening,D23
2018-04-20,2018,April,Night,D41
2018-04-21,2018,April,Afternoon,D31
2018-04-21,2018,April,Evening,D11
2018-04-22,2018,April,Afternoon,D33
2018-04-23,2018,April,Evening,D42
2018-04-23,2018,April,Evening,D23
2018-04-23,2018,April,Afternoon,D12
2018-04-24,2018,April,Morning,D52
2018-04-25,2018,April,Evening,D31
2018-04-26,2018,April,Evening,D23
2018-04-26,2018,April,Night,D41
2018-04-27,2018,April,Night,D14
2018-04-28,2018,April,Night,D11
2018-04-28,2018,April,Night,D42
2018-04-28,2018,April,Night,D51
2018-04-28,2018,April,Night,D55
2018-04-29,2018,April,Night,D23
2018-04-29,2018,April,Afternoon,D31
2018-04-29,2018,April,Night,D31
2018-04-30,2018,April,Night,D52
2018-04-30,2018,April,Evening,D31
2018-04-30,2018,April,Afternoon,D12
2018-05-01,2018,May,Evening,D51
2018-05-05,2018,May,Evening,D12
2018-05-07,2018,May,Morning,D22
2018-05-08,2018,May,Evening,D11
2018-05-09,2018,May,Night,D42
2018-05-09,2018,May,Afternoon,D51
2018-05-10,2018,May,Evening,D23
2018-05-10,2018,May,Evening,D51
2018-05-11,2018,May,Evening,D12
2018-05-11,2018,May,Evening,D54
2018-05-11,2018,May,Afternoon,D43
2018-05-12,2018,May,Night,D12
2018-05-12,2018,May,Afternoon,D31
2018-05-12,2018,May,Night,D12
2018-05-12,2018,May,Night,D53
2018-05-14,2018,May,Evening,D43
2018-05-16,2018,May,Night,D54
2018-05-17,2018,May,Evening,D41
2018-05-17,2018,May,Evening,D13
2018-05-18,2018,May,Afternoon,D32
2018-05-18,2018,May,Evening,D43
2018-05-18,2018,May,Afternoon,D41
2018-05-19,2018,May,Night,D12
2018-05-19,2018,May,Afternoon,D23
2018-05-19,2018,May,Afternoon,D23
2018-05-20,2018,May,Evening,D52
2018-05-20,2018,May,Night,D43
2018-05-21,2018,May,Evening,D31
2018-05-21,2018,May,Evening,D12
2018-05-21,2018,May,Evening,D31
2018-05-21,2018,May,Morning,D43
2018-05-21,2018,May,Night,D42
2018-05-21,2018,May,Afternoon,D31
2018-05-21,2018,May,Morning,D23
2018-05-22,2018,May,Night,D41
2018-05-23,2018,May,Evening,D42
2018-05-23,2018,May,Night,D51
2018-05-24,2018,May,Evening,D54
2018-05-24,2018,May,Evening,D42
2018-05-24,2018,May,Afternoon,D41
2018-05-25,2018,May,Afternoon,D54
2018-05-27,2018,May,Evening,D42
2018-05-27,2018,May,Evening,D51
2018-05-27,2018,May,Evening,D14
2018-05-28,2018,May,Afternoon,D51
2018-05-28,2018,May,Evening,D32
2018-05-28,2018,May,Evening,D53
2018-05-28,2018,May,Night,D42
2018-05-29,2018,May,Afternoon,D42
2018-05-29,2018,May,Evening,D12
2018-05-30,2018,May,Evening,D43
2018-05-30,2018,May,Evening,D52
2018-05-31,2018,May,Evening,D31
2018-05-31,2018,May,Night,D12
2018-06-02,2018,June,Morning,D51
2018-06-03,2018,June,Night,D52
2018-06-04,2018,June,Evening,D51
2018-06-04,2018,June,Evening,D11
2018-06-05,2018,June,Evening,D22
2018-06-05,2018,June,Evening,D23
2018-06-07,2018,June,Night,D41
2018-06-09,2018,June,Morning,D13
2018-06-10,2018,June,Night,D31
2018-06-11,2018,June,Night,D42
2018-06-13,2018,June,Evening,D51
2018-06-13,2018,June,Evening,D41
2018-06-14,2018,June,Afternoon,D42
2018-06-15,2018,June,Evening,D31
2018-06-15,2018,June,Night,D14
2018-06-15,2018,June,Afternoon,D12
2018-06-15,2018,June,Night,D42
2018-06-16,2018,June,Evening,D14
2018-06-16,2018,June,Night,D52
2018-06-16,2018,June,Evening,D51
2018-06-17,2018,June,Evening,D31
2018-06-18,2018,June,Afternoon,D41
2018-06-19,2018,June,Evening,D55
2018-06-24,2018,June,Night,D32
2018-06-24,2018,June,Night,D23
2018-06-25,2018,June,Night,D51
2018-06-28,2018,June,Evening,D12
2018-06-29,2018,June,Night,D51
2018-06-29,2018,June,Night,D14
2018-06-30,2018,June,Afternoon,D31
2018-06-30,2018,June,Night,D23
2018-06-30,2018,June,Afternoon,D31
2018-06-30,2018,June,Evening,D52
2018-07-01,2018,July,Night,D31
2018-07-01,2018,July,Evening,D14
2018-07-03,2018,July,Night,D14
2018-07-03,2018,July,Evening,D43
2018-07-04,2018,July,Night,D31
2018-07-06,2018,July,Evening,D23
2018-07-08,2018,July,Night,D43
2018-07-08,2018,July,Night,D31
2018-07-09,2018,July,Evening,D53
2018-07-09,2018,July,Night,D31
