date,year,month,time_of_day,division
2020-02-03,2020,February,Evening,D33
2020-02-03,2020,February,Evening,D23
2020-02-05,2020,February,Night,D55
2020-02-05,2020,February,Afternoon,D43
2020-02-05,2020,February,Night,D14
2020-02-07,2020,February,Evening,D22
2020-02-08,2020,February,Night,D41
2020-02-08,2020,February,Evening,D12
2020-02-10,2020,February,Night,D11
2020-02-12,2020,February,Evening,D41
2020-02-14,2020,February,Afternoon,D52
2020-02-15,2020,February,Night,D43
2020-02-16,2020,February,Night,D52
2020-02-18,2020,February,Night,D22
2020-02-18,2020,February,Afternoon,D53
2020-02-19,2020,February,Evening,D55
2020-02-19,2020,February,Night,D23
2020-02-21,2020,February,Evening,D23
2020-02-22,2020,February,Evening,D33
2020-02-23,2020,February,Evening,D42
2020-02-23,2020,February,Afternoon,D55
2020-02-25,2020,February,Evening,D33
2020-02-25,2020,February,Evening,D32
2020-02-26,2020,February,Night,D42
2020-02-28,2020,February,Night,D32
2020-02-28,2020,February,Evening,D41
2020-02-29,2020,February,Evening,D23
2020-03-02,2020,March,Night,D51
2020-03-02,2020,March,Afternoon,D42
2020-03-02,2020,March,Evening,D55
2020-03-02,2020,March,Night,D14
2020-03-02,2020,March,Afternoon,D43
2020-03-03,2020,March,Evening,D22
2020-03-03,2020,March,Afternoon,D13
2020-03-04,2020,March,Evening,D33
2020-03-04,2020,March,Afternoon,D13
2020-03-05,2020,March,Evening,D55
2020-03-06,2020,March,Evening,D31
2020-03-06,2020,March,Night,D22
2020-03-07,2020,March,Evening,D55
2020-03-09,2020,March,Morning,D55
2020-03-10,2020,March,Night,D22
2020-03-12,2020,March,Night,D13
2020-03-12,2020,March,Night,D42
2020-03-12,2020,March,Evening,D31
2020-03-13,2020,March,Night,D42
2020-03-13,2020,March,Evening,D42
2020-03-13,2020,March,Night,D23
2020-03-13,2020,March,Night,D12
2020-03-13,2020,March,Morning,D42
2020-03-15,2020,March,Night,D33
2020-03-16,2020,March,Evening,D13
2020-03-16,2020,March,Evening,D55
2020-03-17,2020,March,Evening,D51
2020-03-18,2020,March,Afternoon,D31
2020-03-18,2020,March,Afternoon,D41
2020-03-18,2020,March,Evening,D41
2020-03-21,2020,March,Afternoon,D22
2020-03-21,2020,March,Evening,D51
2020-03-22,2020,March,Evening,D23
2020-03-23,2020,March,Night,D31
2020-03-23,2020,March,Evening,D22
2020-03-24,2020,March,Evening,D31
2020-03-24,2020,March,Evening,D22
2020-03-25,2020,March,Evening,D43
2020-03-25,2020,March,Afternoon,D41
2020-03-25,2020,March,Evening,D55
2020-03-26,2020,March,Evening,D41
2020-03-28,2020,March,Night,D55
2020-03-29,2020,March,Afternoon,D14
2020-03-29,2020,March,Afternoon,D31
2020-03-30,2020,March,Morning,D42
2020-03-30,2020,March,Night,D43
2020-03-30,2020,March,Evening,D51
2020-03-31,2020,March,Evening,D43
2020-04-01,2020,April,Afternoon,D33
2020-04-01,2020,April,Evening,D32
2020-04-04,2020,April,Afternoon,D32
2020-04-04,2020,April,Afternoon,D31
2020-04-05,2020,April,Evening,D53
2020-04-07,2020,April,Evening,D53
2020-04-08,2020,April,Evening,D32
2020-04-08,2020,April,Evening,D14
2020-04-08,2020,April,Evening,D23
2020-04-08,2020,April,Evening,D13
2020-04-08,2020,April,Evening,D32
2020-04-10,2020,April,Night,D51
2020-04-10,2020,April,Evening,D31
2020-04-10,2020,April,Afternoon,D12
2020-04-11,2020,April,Afternoon,D22
2020-04-13,2020,April,Evening,D32
2020-04-17,2020,April,Night,D31
2020-04-17,2020,April,Night,D23
2020-04-19,2020,April,Night,D43
2020-04-21,2020,April,Evening,D42
2020-04-22,2020,April,Afternoon,D31
2020-04-22,2020,April,Night,D32
2020-04-22,2020,April,Evening,D42
2020-04-23,2020,April,Night,D43
2020-04-26,2020,April,Afternoon,D31
2020-04-29,2020,April,Evening,D55
2020-04-30,2020,April,Evening,D23
2020-05-02,2020,May,Afternoon,D23
2020-05-02,2020,May,Night,D22
2020-05-02,2020,May,Evening,D41
2020-05-07,2020,May,Evening,D32
2020-05-08,2020,May,Night,D31
2020-05-10,2020,May,Night,D41
2020-05-11,2020,May,Evening,D23
2020-05-13,2020,May,Afternoon,D41
2020-05-14,2020,May,Morning,D55
2020-05-14,2020,May,Morning,D31
2020-05-14,2020,May,Evening,D23
2020-05-15,2020,May,Night,D43
2020-05-15,2020,May,Night,D41
2020-05-17,2020,May,Evening,D42
2020-05-18,2020,May,Evening,D31
2020-05-19,2020,May,Evening,D31
2020-05-19,2020,May,Evening,D41
2020-05-19,2020,May,Night,D22
2020-05-19,2020,May,Evening,D55
2020-05-19,2020,May,Evening,D53
2020-05-19,2020,May,Evening,D55
2020-05-20,2020,May,Evening,D41
2020-05-23,2020,May,Night,D13
2020-05-23,2020,May,Afternoon,D53
2020-05-23,2020,May,Evening,D31
2020-05-23,2020,May,Evening,D32
2020-05-24,2020,May,Evening,D51
2020-05-24,2020,May,Evening,D55
2020-05-24,2020,May,Afternoon,D41
2020-05-25,2020,May,Evening,D31
2020-05-25,2020,May,Evening,D41
2020-05-26,2020,May,Afternoon,D52
2020-05-26,2020,May,Evening,D42
2020-05-27,2020,May,Afternoon,D55
2020-05-27,2020,May,Evening,D31
2020-05-27,2020,May,Afternoon,D14
2020-05-28,2020,May,Afternoon,D31
2020-05-28,2020,May,Evening,D31
2020-05-28,2020,May,Night,D12
2020-05-29,2020,May,Night,D31
2020-05-30,2020,May,Night,D23
2020-05-30,2020,May,Evening,D42
2020-06-01,2020,June,Evening,D42
2020-06-01,2020,June,Night,D31
2020-06-03,2020,June,Afternoon,D55
2020-06-05,2020,June,Evening,D41
2020-06-06,2020,June,Night,D13
2020-06-07,2020,June,Night,D23
2020-06-07,2020,June,Night,D42
2020-06-07,2020,June,Evening,D43
2020-06-09,2020,June,Evening,D31
2020-06-09,2020,June,Evening,D53
2020-06-12,2020,June,Evening,D32
2020-06-12,2020,June,Evening,D43
2020-06-12,2020,June,Evening,D42
2020-06-12,2020,June,Night,D32
2020-06-14,2020,June,Night,D23
2020-06-16,2020,June,Morning,D52
2020-06-16,2020,June,Evening,D43
2020-06-17,2020,June,Evening,D13
2020-06-17,2020,June,Evening,D33
2020-06-17,2020,June,Night,D14
2020-06-18,2020,June,Afternoon,D31
2020-06-18,2020,June,Evening,D51
2020-06-19,2020,June,Morning,D13
2020-06-20,2020,June,Night,D52
2020-06-21,2020,June,Night,D42
2020-06-21,2020,June,Morning,D42
2020-06-22,2020,June,Evening,D32
2020-06-23,2020,June,Night,D31
2020-06-25,2020,June,Morning,D31
2020-06-25,2020,June,Night,D55
2020-06-27,2020,June,Evening,D43
2020-06-27,2020,June,Evening,D31
2020-07-01,2020,July,Evening,D22
2020-07-01,2020,July,Evening,D31
2020-07-01,2020,July,Morning,D13
2020-07-01,2020,July,Evening,D12
2020-07-02,2020,July,Night,D22
2020-07-02,2020,July,Night,D51
2020-07-03,2020,July,Evening,D14
2020-07-04,2020,July,Afternoon,D42
2020-07-05,2020,July,Night,D42
2020-07-05,2020,July,Night,D42
2020-07-07,2020,July,Night,D32
2020-07-07,2020,July,Night,D31
2020-07-08,2020,July,Night,D32
2020-07-09,2020,July,Afternoon,D13
2020-07-10,2020,July,Afternoon,D43
2020-07-10,2020,July,Evening,D23
2020-07-10,2020,July,Evening,D12
2020-07-10,2020,July,Afternoon,D55
2020-07-10,2020,July,Evening,D55
2020-07-11,2020,July,Night,D33
2020-07-11,2020,July,Afternoon,D43
2020-07-11,2020,July,Evening,D22
2020-07-12,2020,July,Night,D11
2020-07-12,2020,July,Night,D55
2020-07-13,2020,July,Evening,D31
2020-07-15,2020,July,Night,D32
2020-07-15,2020,July,Night,D41
2020-07-17,2020,July,Evening,D55
2020-07-18,2020,July,Evening,D13
2020-07-18,2020,July,Night,D33
2020-07-18,2020,July,Night,D53
2020-07-18,2020,July,Afternoon,D12
2020-07-18,2020,July,Night,D32
2020-07-19,2020,July,Night,D11
2020-07-20,2020,July,Morning,D42
2020-07-21,2020,July,Night,D32
2020-07-22,2020,July,Evening,D12
2020-07-22,2020,July,Morning,D42
2020-07-24,2020,July,Evening,D23
2020-07-24,2020,July,Evening,D31
2020-07-24,2020,July,Night,D14
2020-07-24,2020,July,Evening,D32
2020-07-24,2020,July,Afternoon,D53
2020-07-25,2020,July,Night,D22
2020-07-25,2020,July,Evening,D52
2020-07-25,2020,July,Morning,D43
2020-07-26,2020,July,Night,D55
2020-07-27,2020,July,Night,D43
2020-07-27,2020,July,Evening,D51
2020-07-27,2020,July,Night,D51
2020-07-27,2020,July,Evening,D31
2020-07-28,2020,July,Afternoon,D41
2020-07-28,2020,July,Afternoon,D12
2020-07-30,2020,July,Evening,D12
2020-07-31,2020,July,Evening,D32
2020-08-01,2020,August,Afternoon,D51
2020-08-01,2020,August,Evening,D13
2020-08-01,2020,August,Morning,D32
2020-08-02,2020,August,Morning,D31
2020-08-02,2020,August,Night,D43
2020-08-02,2020,August,Evening,D41
2020-08-02,2020,August,Evening,D43
2020-08-02,2020,August,Morning,D22
2020-08-03,2020,August,Morning,D12
2020-08-03,2020,August,Night,D14
2020-08-03,2020,August,Night,D31
2020-08-05,2020,August,Evening,D41
2020-08-05,2020,August,Afternoon,D14
2020-08-06,2020,August,Evening,D13
2020-08-06,2020,August,Evening,D31
2020-08-08,2020,August,Morning,D52
2020-08-09,2020,August,Night,D51
2020-08-09,2020,August,Afternoon,D23
2020-08-10,2020,August,Evening,D14
2020-08-10,2020,August,Evening,D51
2020-08-12,2020,August,Morning,D23
2020-08-12,2020,August,Night,D43
2020-08-13,2020,August,Night,D13
2020-08-13,2020,August,Night,D12
2020-08-13,2020,August,Evening,D31
2020-08-13,2020,August,Morning,D42
2020-08-13,2020,August,Evening,D32
2020-08-14,2020,August,Night,D51
2020-08-15,2020,August,Night,D43
2020-08-16,2020,August,Evening,D31
2020-08-17,2020,August,Morning,D32
2020-08-17,2020,August,Night,D12
2020-08-17,2020,August,Night,D41
2020-08-17,2020,August,Night,D33
2020-08-18,2020,August,Evening,D23
2020-08-18,2020,August,Evening,D52
2020-08-19,2020,August,Night,D51
2020-08-19,2020,August,Night,D43
2020-08-19,2020,August,Evening,D31
2020-08-19,2020,August,Night,D12
2020-08-19,2020,August,Evening,D23
2020-08-19,2020,August,Evening,D23
2020-08-19,2020,August,Night,D12
2020-08-20,2020,August,Evening,D31
2020-08-20,2020,August,Evening,D32
2020-08-20,2020,August,Morning,D41
2020-08-21,2020,August,Night,D43
2020-08-21,2020,August,Night,D41
2020-08-22,2020,August,Evening,D42
2020-08-22,2020,August,Night,D52
2020-08-23,2020,August,Afternoon,D22
2020-08-23,2020,August,Night,D22
2020-08-23,2020,August,Evening,D42
2020-08-25,2020,August,Evening,D43
2020-08-25,2020,August,Night,D43
2020-08-25,2020,August,Evening,D22
2020-08-26,2020,August,Evening,D33
2020-08-26,2020,August,Night,D55
2020-08-26,2020,August,Afternoon,D43
2020-08-26,2020,August,Evening,D31
2020-08-26,2020,August,Evening,D55
2020-08-27,2020,August,Evening,D43
2020-08-27,2020,August,Night,D31
2020-08-27,2020,August,Evening,D31
2020-08-28,2020,August,Afternoon,D31
2020-08-28,2020,August,Afternoon,D31
2020-08-28,2020,August,Evening,D55
2020-08-29,2020,August,Evening,D14
2020-09-01,2020,September,Morning,D43
2020-09-02,2020,September,Evening,D32
2020-09-02,2020,September,Night,D31
2020-09-02,2020,September,Evening,D23
2020-09-02,2020,September,Night,D43
2020-09-02,2020,September,Night,D13
2020-09-03,2020,September,Night,D32
2020-09-03,2020,September,Night,D31
2020-09-03,2020,September,Night,D33
2020-09-03,2020,September,Night,D11
2020-09-04,2020,September,Night,D31
2020-09-07,2020,September,Night,D32
2020-09-07,2020,September,Night,D31
2020-09-07,2020,September,Night,D43
2020-09-08,2020,September,Night,D22
2020-09-09,2020,September,Night,D42
2020-09-09,2020,September,Night,D42
2020-09-09,2020,September,Evening,D23
2020-09-09,2020,September,Evening,D32
2020-09-09,2020,September,Evening,D11
2020-09-10,2020,September,Afternoon,D11
2020-09-11,2020,September,Evening,D31
2020-09-12,2020,September,Night,D31
2020-09-15,2020,September,Evening,D31
2020-09-17,2020,September,Evening,D11
2020-09-18,2020,September,Night,D12
2020-09-19,2020,September,Night,D42
2020-09-20,2020,September,Evening,D42
2020-09-21,2020,September,Evening,D23
2020-09-21,2020,September,Evening,D31
2020-09-22,2020,September,Night,D42
2020-09-22,2020,September,Evening,D31
2020-09-23,2020,September,Evening,D43
2020-09-23,2020,September,Evening,D23
2020-09-24,2020,September,Evening,D31
2020-09-24,2020,September,Evening,D31
2020-09-24,2020,September,Evening,D31
2020-09-24,2020,September,Evening,D43
2020-09-25,2020,September,Night,D31
2020-09-26,2020,September,Evening,D32
2020-09-26,2020,September,Evening,D32
2020-09-26,2020,September,Evening,D32
2020-09-26,2020,September,Evening,D31
2020-09-27,2020,September,Evening,D23
2020-09-27,2020,September,Night,D32
2020-09-27,2020,September,Night,D55
2020-09-27,2020,September,Evening,D31
2020-09-27,2020,September,Evening,D31
2020-09-29,2020,September,Evening,D31
2020-09-29,2020,September,Evening,D51
2020-09-29,2020,September,Evening,D41
2020-09-29,2020,September,Night,D41
2020-09-30,2020,September,Evening,D41
2020-10-01,2020,October,Morning,D12
2020-10-02,2020,October,Night,D43
2020-10-03,2020,October,Morning,D31
2020-10-03,2020,October,Afternoon,D32
2020-10-04,2020,October,Evening,D43
2020-10-06,2020,October,Night,D55
2020-10-07,2020,October,Morning,D43
2020-10-07,2020,October,Evening,D32
2020-10-08,2020,October,Night,D31
2020-10-08,2020,October,Morning,D31
2020-10-08,2020,October,Night,D55
2020-10-08,2020,October,Night,D31
2020-10-08,2020,October,Afternoon,D11
2020-10-10,2020,October,Afternoon,D31
2020-10-11,2020,October,Night,D33
2020-10-12,2020,October,Afternoon,D12
2020-10-12,2020,October,Night,D32
2020-10-13,2020,October,Night,D52
2020-10-14,2020,October,Afternoon,D31
2020-10-15,2020,October,Evening,D31
2020-10-16,2020,October,Morning,D43
2020-10-17,2020,October,Night,D22
2020-10-20,2020,October,Night,D51
2020-10-21,2020,October,Night,D33
2020-10-22,2020,October,Night,D41
2020-10-24,2020,October,Evening,D53
2020-10-24,2020,October,Night,D43
2020-10-25,2020,October,Afternoon,D41
2020-10-28,2020,October,Evening,D31
2020-10-30,2020,October,Afternoon,D31
2020-10-31,2020,October,Afternoon,D31
2020-11-02,2020,November,Evening,D42
2020-11-02,2020,November,Evening,D31
2020-11-03,2020,November,Afternoon,D31
2020-11-04,2020,November,Evening,D31
2020-11-07,2020,November,Evening,D42
2020-11-07,2020,November,Afternoon,D31
2020-11-08,2020,November,Afternoon,D14
2020-11-10,2020,November,Evening,D12
2020-11-12,2020,November,Evening,D42
2020-11-12,2020,November,Evening,D23
2020-11-13,2020,November,Evening,D32
2020-11-13,2020,November,Afternoon,D11
2020-11-13,2020,November,Evening,D43
2020-11-15,2020,November,Night,D32
2020-11-20,2020,November,Evening,D41
2020-11-21,2020,November,Evening,D42
2020-11-22,2020,November,Evening,D42
2020-11-24,2020,November,Evening,D23
2020-11-24,2020,November,Afternoon,D11
2020-11-26,2020,November,Night,D55
2020-11-28,2020,November,Night,D55
2020-11-28,2020,November,Night,D31
2020-11-29,2020,November,Evening,D11
2020-12-01,2020,December,Afternoon,D13
2020-12-01,2020,December,Evening,D31
2020-12-02,2020,December,Evening,D23
2020-12-05,2020,December,Night,D31
2020-12-06,2020,December,Morning,D31
2020-12-11,2020,December,Evening,D23
2020-12-12,2020,December,Evening,D43
2020-12-12,2020,December,Morning,D14
2020-12-13,2020,December,Afternoon,D43
2020-12-14,2020,December,Night,D42
2020-12-15,2020,December,Afternoon,D12
2020-12-16,2020,December,Night,D13
2020-12-16,2020,December,Evening,D42
2020-12-20,2020,December,Night,D55
2020-12-21,2020,December,Night,D33
2020-12-23,2020,December,Afternoon,D55
2020-12-24,2020,December,Afternoon,D53
2020-12-25,2020,December,Morning,D23
2020-12-28,2020,December,Afternoon,D43
2020-12-28,2020,December,Morning,D11
2020-12-31,2020,December,Evening,D13
2021-01-01,2021,January,Night,D43
2021-01-01,2021,January,Evening,D13
2021-01-01,2021,January,Morning,D14
2021-01-01,2021,January,Night,D12
2021-01-02,2021,January,Evening,D23
2021-01-02,2021,January,Afternoon,D43
2021-01-04,2021,January,Night,D32
2021-01-04,2021,January,Night,D42
2021-01-06,2021,January,Evening,D32
2021-01-07,2021,January,Evening,D31
2021-01-07,2021,January,Afternoon,D42
2021-01-09,2021,January,Afternoon,D31
2021-01-10,2021,January,Afternoon,D23
2021-01-13,2021,January,Evening,D23
2021-01-15,2021,January,Evening,D23
2021-01-17,2021,January,Afternoon,D31
2021-01-17,2021,January,Night,D32
2021-01-20,2021,January,Evening,D32
2021-01-20,2021,January,Evening,D31
2021-01-21,2021,January,Night,D33
2021-01-21,2021,January,Evening,D31
2021-01-23,2021,January,Night,D12
2021-01-24,2021,January,Morning,D23
2021-01-28,2021,January,Night,D32
2021-01-29,2021,January,Evening,D53
2021-01-30,2021,January,Evening,D32
2021-01-31,2021,January,Evening,D12
2021-02-03,2021,February,Night,D51
2021-02-06,2021,February,Evening,D42
2021-02-08,2021,February,Evening,D41
2021-02-08,2021,February,Evening,D32
2021-02-09,2021,February,Evening,D55
2021-02-10,2021,February,Evening,D33
2021-02-10,2021,February,Night,D55
2021-02-10,2021,February,Evening,D23
2021-02-12,2021,February,Night,D31
2021-02-12,2021,February,Evening,D23
2021-02-12,2021,February,Night,D31
2021-02-13,2021,February,Evening,D55
2021-02-15,2021,February,Afternoon,D31
2021-02-15,2021,February,Evening,D42
2021-02-20,2021,February,Evening,D14
2021-02-23,2021,February,Evening,D55
2021-02-25,2021,February,Night,D13
2021-03-03,2021,March,Evening,D31
2021-03-06,2021,March,Evening,D43
2021-03-06,2021,March,Night,D52
2021-03-10,2021,March,Morning,D43
2021-03-10,2021,March,Evening,D51
2021-03-10,2021,March,Afternoon,D13
2021-03-10,2021,March,Afternoon,D41
2021-03-10,2021,March,Evening,D23
2021-03-12,2021,March,Night,D23
2021-03-12,2021,March,Afternoon,D14
2021-03-13,2021,March,Night,D55
2021-03-13,2021,March,Morning,D12
2021-03-17,2021,March,Afternoon,D32
2021-03-17,2021,March,Evening,D23
2021-03-17,2021,March,Afternoon,D22
2021-03-17,2021,March,Afternoon,D42
2021-03-19,2021,March,Night,D41
2021-03-19,2021,March,Night,D33
2021-03-20,2021,March,Evening,D51
2021-03-21,2021,March,Evening,D12
2021-03-23,2021,March,Night,D12
2021-03-23,2021,March,Night,D33
2021-03-25,2021,March,Night,D41
2021-03-27,2021,March,Night,D11
2021-03-27,2021,March,Night,D41
2021-03-30,2021,March,Night,D22
2021-03-30,2021,March,Night,D11
2021-03-31,2021,March,Evening,D31
2021-03-31,2021,March,Evening,D23
2021-03-31,2021,March,Evening,D31
2021-04-03,2021,April,Afternoon,D23
2021-04-04,2021,April,Night,D23
2021-04-04,2021,April,Night,D31
2021-04-06,2021,April,Afternoon,D12
2021-04-06,2021,April,Evening,D12
2021-04-08,2021,April,Evening,D23
2021-04-08,2021,April,Evening,D33
2021-04-08,2021,April,Night,D42
2021-04-08,2021,April,Afternoon,D14
2021-04-09,2021,April,Evening,D23
2021-04-10,2021,April,Evening,D31
2021-04-10,2021,April,Afternoon,D43
2021-04-10,2021,April,Evening,D31
2021-04-11,2021,April,Afternoon,D32
2021-04-11,2021,April,Morning,D23
2021-04-11,2021,April,Afternoon,D31
2021-04-14,2021,April,Evening,D31
2021-04-14,2021,April,Evening,D32
2021-04-15,2021,April,Evening,D31
2021-04-15,2021,April,Afternoon,D14
2021-04-15,2021,April,Night,D42
2021-04-16,2021,April,Evening,D12
2021-04-16,2021,April,Night,D32
2021-04-17,2021,April,Evening,D23
2021-04-17,2021,April,Afternoon,D22
2021-04-21,2021,April,Night,D11
2021-04-22,2021,April,Afternoon,D31
2021-04-23,2021,April,Night,D12
2021-04-25,2021,April,Night,D31
2021-04-27,2021,April,Evening,D42
2021-04-29,2021,April,Morning,D43
2021-05-02,2021,May,Evening,D22
2021-05-03,2021,May,Evening,D42
2021-05-03,2021,May,Night,D31
2021-05-03,2021,May,Morning,D22
2021-05-05,2021,May,Afternoon,D22
2021-05-08,2021,May,Night,D23
2021-05-08,2021,May,Night,D41
2021-05-11,2021,May,Morning,D55
2021-05-12,2021,May,Night,D11
2021-05-14,2021,May,Night,D33
2021-05-15,2021,May,Night,D12
2021-05-16,2021,May,Afternoon,D23
2021-05-16,2021,May,Night,D43
2021-05-16,2021,May,Afternoon,D41
2021-05-16,2021,May,Afternoon,D41
2021-05-17,2021,May,Night,D42
2021-05-17,2021,May,Evening,D11
2021-05-19,2021,May,Evening,D11
2021-05-22,2021,May,Evening,D43
2021-05-22,2021,May,Evening,D42
2021-05-22,2021,May,Afternoon,D23
2021-05-22,2021,May,Night,D14
2021-05-23,2021,May,Evening,D31
2021-05-23,2021,May,Evening,D31
2021-05-23,2021,May,Evening,D12
2021-05-23,2021,May,Afternoon,D32
2021-05-23,2021,May,Evening,D55
2021-05-24,2021,May,Evening,D11
2021-05-24,2021,May,Afternoon,D13
2021-05-24,2021,May,Evening,D23
2021-05-26,2021,May,Afternoon,D11
2021-05-29,2021,May,Evening,D51
2021-05-29,2021,May,Night,D42
2021-05-30,2021,May,Evening,D23
2021-05-30,2021,May,Evening,D41
2021-06-04,2021,June,Evening,D31
2021-06-07,2021,June,Afternoon,D41
2021-06-08,2021,June,Night,D12
2021-06-09,2021,June,Evening,D31
2021-06-09,2021,June,Evening,D22
2021-06-09,2021,June,Morning,D42
2021-06-10,2021,June,Afternoon,D11
2021-06-11,2021,June,Night,D43
2021-06-11,2021,June,Evening,D31
2021-06-11,2021,June,Afternoon,D31
2021-06-12,2021,June,Night,D11
2021-06-13,2021,June,Night,D42
2021-06-13,2021,June,Evening,D41
2021-06-13,2021,June,Night,D14
2021-06-13,2021,June,Evening,D43
2021-06-14,2021,June,Night,D12
2021-06-14,2021,June,Evening,D41
2021-06-17,2021,June,Night,D31
2021-06-18,2021,June,Afternoon,D31
2021-06-19,2021,June,Evening,D41
2021-06-19,2021,June,Morning,D12
2021-06-19,2021,June,Evening,D23
2021-06-19,2021,June,Night,D14
2021-06-19,2021,June,Night,D55
2021-06-20,2021,June,Night,D51
2021-06-20,2021,June,Evening,D22
2021-06-21,2021,June,Night,D12
2021-06-21,2021,June,Night,D55
2021-06-22,2021,June,Night,D12
2021-06-22,2021,June,Evening,D55
2021-06-22,2021,June,Night,D32
2021-06-23,2021,June,Night,D31
2021-06-24,2021,June,Evening,D12
2021-06-24,2021,June,Afternoon,D31
2021-06-27,2021,June,Evening,D51
2021-06-29,2021,June,Evening,D23
2021-06-29,2021,June,Evening,D12
2021-07-01,2021,July,Evening,D23
2021-07-01,2021,July,Afternoon,D12
2021-07-02,2021,July,Night,D55
2021-07-03,2021,July,Evening,D41
2021-07-04,2021,July,Evening,D41
2021-07-04,2021,July,Night,D14
2021-07-05,2021,July,Evening,D31
2021-07-06,2021,July,Evening,D42
2021-07-08,2021,July,Night,D32
2021-07-09,2021,July,Afternoon,D42
2021-07-10,2021,July,Evening,D12
2021-07-10,2021,July,Night,D51
2021-07-11,2021,July,Night,D14
2021-07-11,2021,July,Afternoon,D22
2021-07-12,2021,July,Night,D14
2021-07-12,2021,July,Afternoon,D31
2021-07-13,2021,July,Evening,D23
2021-07-16,2021,July,Night,D43
2021-07-16,2021,July,Night,D14
2021-07-17,2021,July,Night,D42
2021-07-18,2021,July,Afternoon,D22
2021-07-18,2021,July,Night,D14
2021-07-18,2021,July,Night,D53
2021-07-19,2021,July,Evening,D55
2021-07-19,2021,July,Night,D43
2021-07-19,2021,July,Evening,D42
2021-07-19,2021,July,Night,D14
2021-07-19,2021,July,Night,D23
2021-07-20,2021,July,Evening,D13
2021-07-20,2021,July,Night,D23
2021-07-20,2021,July,Evening,D31
2021-07-20,2021,July,Night,D41
2021-07-20,2021,July,Night,D23
2021-07-20,2021,July,Evening,D23
2021-07-21,2021,July,Night,D31
2021-07-21,2021,July,Evening,D31
2021-07-21,2021,July,Night,D12
2021-07-23,2021,July,Evening,D51
2021-07-23,2021,July,Afternoon,D42
2021-07-23,2021,July,Evening,D42
2021-07-24,2021,July,Evening,D33
2021-07-24,2021,July,Night,D12
2021-07-25,2021,July,Night,D51
2021-07-27,2021,July,Afternoon,D31
2021-07-28,2021,July,Evening,D32
2021-07-28,2021,July,Evening,D23
2021-07-30,2021,July,Evening,D55
2021-07-30,2021,July,Afternoon,D31
2021-07-30,2021,July,Evening,D12
2021-07-30,2021,July,Evening,D41
2021-07-31,2021,July,Afternoon,D31
2021-08-01,2021,August,Night,D22
2021-08-01,2021,August,Night,D14
2021-08-01,2021,August,Morning,D31
2021-08-02,2021,August,Evening,D42
2021-08-02,2021,August,Evening,D31
2021-08-05,2021,August,Afternoon,D43
2021-08-06,2021,August,Night,D53
2021-08-08,2021,August,Night,D14
2021-08-08,2021,August,Afternoon,D43
2021-08-08,2021,August,Afternoon,D14
2021-08-09,2021,August,Night,D31
2021-08-09,2021,August,Night,D32
2021-08-12,2021,August,Evening,D43
2021-08-12,2021,August,Morning,D43
2021-08-13,2021,August,Afternoon,D22
2021-08-14,2021,August,Evening,D42
2021-08-14,2021,August,Evening,D12
2021-08-15,2021,August,Evening,D12
2021-08-15,2021,August,Evening,D51
2021-08-15,2021,August,Night,D31
2021-08-16,2021,August,Night,D22
2021-08-16,2021,August,Night,D42
2021-08-17,2021,August,Night,D12
2021-08-19,2021,August,Night,D22
2021-08-19,2021,August,Evening,D43
2021-08-19,2021,August,Evening,D43
2021-08-21,2021,August,Evening,D43
2021-08-21,2021,August,Evening,D42
2021-08-21,2021,August,Morning,D52
2021-08-23,2021,August,Morning,D55
2021-08-23,2021,August,Evening,D31
2021-08-24,2021,August,Night,D33
2021-08-27,2021,August,Evening,D51
2021-08-27,2021,August,Morning,D22
2021-08-27,2021,August,Night,D55
2021-08-27,2021,August,Night,D14
2021-08-28,2021,August,Night,D52
2021-08-28,2021,August,Night,D12
2021-08-28,2021,August,Morning,D51
2021-08-29,2021,August,Evening,D42
2021-08-29,2021,August,Evening,D55
2021-08-29,2021,August,Afternoon,D32
2021-08-31,2021,August,Night,D53
2021-08-31,2021,August,Evening,D55
2021-09-01,2021,September,Evening,D41
2021-09-02,2021,September,Morning,D12
2021-09-03,2021,September,Night,D43
2021-09-03,2021,September,Afternoon,D32
2021-09-04,2021,September,Evening,D11
2021-09-04,2021,September,Night,D31
2021-09-04,2021,September,Evening,D43
2021-09-05,2021,September,Evening,D31
2021-09-05,2021,September,Night,D14
2021-09-06,2021,September,Night,D42
2021-09-07,2021,September,Evening,D31
2021-09-07,2021,September,Night,D31
2021-09-09,2021,September,Evening,D12
2021-09-10,2021,September,Night,D14
2021-09-10,2021,September,Evening,D32
2021-09-11,2021,September,Night,D31
2021-09-11,2021,September,Night,D43
2021-09-12,2021,September,Night,D23
2021-09-12,2021,September,Night,D31
2021-09-13,2021,September,Afternoon,D12
2021-09-13,2021,September,Evening,D51
2021-09-14,2021,September,Afternoon,D53
2021-09-15,2021,September,Night,D42
2021-09-15,2021,September,Night,D42
2021-09-15,2021,September,Afternoon,D23
2021-09-17,2021,September,Evening,D41
2021-09-18,2021,September,Night,D31
2021-09-18,2021,September,Evening,D51
2021-09-18,2021,September,Night,D31
2021-09-19,2021,September,Night,D31
2021-09-21,2021,September,Afternoon,D42
2021-09-25,2021,September,Evening,D31
2021-09-26,2021,September,Night,D14
2021-09-26,2021,September,Night,D42
2021-09-26,2021,September,Night,D42
2021-09-27,2021,September,Night,D23
2021-09-29,2021,September,Morning,D13
